tweet_id,tweet_text,multi_label,binary_label,POS_tagging,cleanTweetTXT,human_nounCount,human_verbCount,human_adverbCount,human_adjectiveCount,infra_nounCount,infra_verbCount,infra_adverbCount,infra_adjectiveCount
'384564148832452608',"USGS M 6.7, 81km NE of L'Esperance Rock, New Zealand: Monday, September 30, 2013 05:55:54 UTCSunda... http://t.co/FyQGn50VA9 #earthquake",non_damage,non_damage,"['USGS', '^', 'M', '^', '6.7', '$', ',', ',', '81km', '^', 'NE', '^', 'of', 'P', ""L'Esperance"", '^', 'Rock', '^', ',', ',', 'New', '^', 'Zealand', '^', ':', ',', 'Monday', '^', ',', ',', 'September', '^', '30', '$', ',', ',', '2013', '$', '05:55:54', '$', 'UTCSunda', 'G', '...', '~', 'http://t.co/FyQGn50VA9', 'U', '#earthquake', '#']",usgs esperance rock new zealand monday september,0,0,0,0,0,0,0,0
'383040667078770689',RT @wrycatcher47: #Pakistan #Earthquake Was So Powerful It Created a New Island http://t.co/94hLqNnJxU,non_damage,non_damage,"['RT', '~', '@wrycatcher47', '@', ':', '~', '#Pakistan', '#', '#Earthquake', '^', 'Was', 'V', 'So', 'R', 'Powerful', 'A', 'It', 'O', 'Created', 'V', 'a', 'D', 'New', 'A', 'Island', '^', 'http://t.co/94hLqNnJxU', 'U']",earthquake powerful created new island,0,0,0,0,0,0,0,0
'384065159804616704',"Article of Quaid-e-Tehreek Altaf Hussain in Express Tribune ""Dialogue, but with whom?"" #Pakistan #MQM http://t.co/hr5yDScEnX",non_damage,non_damage,"['Article', 'N', 'of', 'P', 'Quaid-e-Tehreek', '^', 'Altaf', '^', 'Hussain', '^', 'in', 'P', 'Express', '^', 'Tribune', '^', '""', ',', 'Dialogue', 'N', ',', ',', 'but', '&', 'with', 'P', 'whom', 'O', '?', ',', '""', ',', '#Pakistan', '#', '#MQM', '#', 'http://t.co/hr5yDScEnX', 'U']",article quaid tehreek altaf hussain express tribune dialogue,0,0,0,0,0,0,0,0
'383181970903031808',"Dr.HafeezUrRehman,President #AlKhidmat reached Awaraan with RescueTeam,the most quake-affected Area&amp; moving more deep in town #Balochistan",non_damage,non_damage,"['Dr.', '^', 'HafeezUrRehman', '^', ',', ',', 'President', '^', '#AlKhidmat', '^', 'reached', 'V', 'Awaraan', '^', 'with', 'P', 'RescueTeam', '^', ',', ',', 'the', 'D', 'most', 'A', 'quake-affected', 'N', 'Area', 'N', '&', '&', 'moving', 'V', 'more', 'R', 'deep', 'A', 'in', 'P', 'town', 'N', '#Balochistan', '#']",hafeezurrehman president alkhidmat reached awaraan rescueteam quake affected area moving deep town,0,0,0,1,0,0,0,0
'383647920999768064',#TTP r terrorists who r NOT stakeholders in #Pakistan &amp; r NOT fighting a foreign invasion. They have killed over 40000 innocent #Pakistanis,non_damage,non_damage,"['#TTP', '#', 'r', 'V', 'terrorists', 'N', 'who', 'O', 'r', 'V', 'NOT', 'R', 'stakeholders', 'N', 'in', 'P', '#Pakistan', '^', '&', '&', 'r', 'V', 'NOT', 'R', 'fighting', 'V', 'a', 'D', 'foreign', 'A', 'invasion', 'N', '.', ',', 'They', 'O', 'have', 'V', 'killed', 'V', 'over', 'P', '40000', '$', 'innocent', 'A', '#Pakistanis', 'N']",terrorists stakeholders pakistan fighting foreign invasion killed innocent pakistanis,0,1,0,0,0,0,0,0
'383292670409326592',"The immensity of destruction.. “The Crisis in Haiti: An Assessment,” #Earthquake #CabConverg #Peacebuilding http://t.co/YtvlpqUgXI",non_damage,non_damage,"['The', 'D', 'immensity', 'N', 'of', 'P', 'destruction', 'N', '..', ',', '“', ',', 'The', 'D', 'Crisis', 'N', 'in', 'P', 'Haiti', '^', ':', ',', 'An', 'D', 'Assessment', 'N', ',', ',', '”', ',', '#Earthquake', '^', '#CabConverg', '#', '#Peacebuilding', '#', 'http://t.co/YtvlpqUgXI', 'U']",immensity destruction crisis haiti assessment earthquake,0,0,0,0,0,0,0,0
'383597824882905088',RT @shumail_z: Need ration bags for #EarthQuake affectees urgently. Team Pakistan Youth Alliance leaving for Awaraan and Malaar early in th…,non_damage,non_damage,"['RT', '~', '@shumail_z', '@', ':', '~', 'Need', 'V', 'ration', 'N', 'bags', 'N', 'for', 'P', '#EarthQuake', '^', 'affectees', '^', 'urgently', 'R', '.', ',', 'Team', 'N', 'Pakistan', '^', 'Youth', '^', 'Alliance', '^', 'leaving', 'V', 'for', 'P', 'Awaraan', '^', 'and', '&', 'Malaar', '^', 'early', 'A', 'in', 'P', 'th', 'N', '…', ',']",need ration bags earthquake affectees urgently team pakistan youth alliance leaving awaraan malaar early,0,0,0,0,0,0,0,0
'382850470370234369',A new island was created near Pakistan after an earthquake semalam! This is awesome but at the same time freaky ;( #Pakistan,non_damage,non_damage,"['A', 'D', 'new', 'A', 'island', 'N', 'was', 'V', 'created', 'V', 'near', 'P', 'Pakistan', '^', 'after', 'P', 'an', 'D', 'earthquake', 'N', 'semalam', 'G', '!', ',', 'This', 'O', 'is', 'V', 'awesome', 'A', 'but', '&', 'at', 'P', 'the', 'D', 'same', 'A', 'time', 'N', 'freaky', 'A', ';(', 'E', '#Pakistan', '#']",new island created near pakistan earthquake awesome time freaky,0,0,0,0,0,0,0,0
'384519971125985280',RT @MansoorGeoNews: The helpless Indian Prime Minster only matches the powerless Pakistani President in terms of balance of protocol #India…,non_damage,non_damage,"['RT', '~', '@MansoorGeoNews', '@', ':', '~', 'The', 'D', 'helpless', 'A', 'Indian', '^', 'Prime', '^', 'Minster', '^', 'only', 'R', 'matches', 'V', 'the', 'D', 'powerless', 'A', 'Pakistani', '^', 'President', '^', 'in', 'P', 'terms', 'N', 'of', 'P', 'balance', 'N', 'of', 'P', 'protocol', 'N', '#India', '#', '…', ',']",helpless indian prime minster matches powerless pakistani president terms balance protocol,0,0,0,0,0,0,0,0
'384256853862932480',New major earthquake rocks southwest Pakistan #Pakistan http://t.co/A5lovVlJfI,non_damage,non_damage,"['New', 'A', 'major', 'A', 'earthquake', 'N', 'rocks', 'V', 'southwest', 'R', 'Pakistan', '^', '#Pakistan', '#', 'http://t.co/A5lovVlJfI', 'U']",new major earthquake rocks southwest pakistan,0,0,0,0,0,0,0,0
'384789053230440448',RT @OfficialMqm: Pic3: Prayers held for Pakka Qila #HyderabadMassacre at Lal Qila Ground 90 #Karachi #Pakistan http://t.co/AaefO4IyFj,non_damage,non_damage,"['RT', '~', '@OfficialMqm', '@', ':', '~', 'Pic3', '^', ':', ',', 'Prayers', 'N', 'held', 'V', 'for', 'P', 'Pakka', '^', 'Qila', '^', '#HyderabadMassacre', '^', 'at', 'P', 'Lal', '^', 'Qila', '^', 'Ground', '^', '90', '$', '#Karachi', '#', '#Pakistan', '#', 'http://t.co/AaefO4IyFj', 'U']",pic prayers held pakka qila hyderabadmassacre lal qila ground,0,0,0,0,0,0,0,0
'384089715743260672',"【#USGS #Breaking】 M 4.8, 221km NW of Saumlaki, Indonesia http://t.co/KK9AffQP36 #PastHour #48 #earthquake #tsunami #prayfromjapan",non_damage,non_damage,"['【', 'G', '#USGS', '^', '#Breaking', '#', '】', 'G', 'M', 'G', '4.8', '$', ',', ',', '221km', '$', 'NW', 'N', 'of', 'P', 'Saumlaki', '^', ',', ',', 'Indonesia', '^', 'http://t.co/KK9AffQP36', 'U', '#PastHour', '#', '#48', '$', '#earthquake', '#', '#tsunami', '#', '#prayfromjapan', '#']",usgs saumlaki indonesia,0,0,0,0,0,0,0,0
'384245822935678976',"RT @Senator_Baloch: #Balochistan Death, Destruction and Guns  #Earthquake #Awaran http://t.co/4zTzaALURK",human_damage,damage,"['RT', '~', '@Senator_Baloch', '@', ':', '~', '#Balochistan', '^', 'Death', 'N', ',', ',', 'Destruction', 'N', 'and', '&', 'Guns', '^', '#Earthquake', '^', '#Awaran', '^', 'http://t.co/4zTzaALURK', 'U']",balochistan death destruction guns earthquake awaran,1,0,0,0,0,0,0,0
'382930417776861184',NYTimes: Toll in #Pakistani #Earthquake Rises Past 300 http://t.co/6rtW6NVKzs,human_damage,damage,"['NYTimes', '^', ':', ',', 'Toll', 'N', 'in', 'P', '#Pakistani', '^', '#Earthquake', '^', 'Rises', '^', 'Past', 'A', '300', '$', 'http://t.co/6rtW6NVKzs', 'U']",nytimes toll pakistani earthquake rises past,0,1,0,0,0,0,0,0
'384062499265314816',"2.5 magnitude #earthquake. 15 km from Hollister, CA, United States.http://t.co/RfXFFoei8l",non_damage,non_damage,"['2.5', '$', 'magnitude', 'N', '#earthquake', 'N', '.', ',', '15', '$', 'km', 'N', 'from', 'P', 'Hollister', '^', ',', ',', 'CA', '^', ',', ',', 'United', '^', 'States', 'N', '.', ',', 'http://t.co/RfXFFoei8l', 'U']",magnitude earthquake hollister united states,0,0,0,0,0,0,0,0
'383097657759395840',Pakistan scrambles to reach #earthquake victims http://t.co/QMtfzIZjHd #Aljazeera,human_damage,damage,"['Pakistan', '^', 'scrambles', 'N', 'to', 'P', 'reach', 'V', '#earthquake', '^', 'victims', 'N', 'http://t.co/QMtfzIZjHd', 'U', '#Aljazeera', '#']",pakistan scrambles reach earthquake victims,1,0,0,0,0,0,0,0
'383080132895707137',RT @adnanrasool: Here is an idea.. instead of whining about non issues..Can we all focus on just the #Balochistan Earthquake for next 2 day…,non_damage,non_damage,"['RT', '~', '@adnanrasool', '@', ':', '~', 'Here', 'R', 'is', 'V', 'an', 'D', 'idea', 'N', '..', ',', 'instead', 'R', 'of', 'P', 'whining', 'V', 'about', 'P', 'non', 'N', 'issues', 'N', '..', ',', 'Can', 'V', 'we', 'O', 'all', 'D', 'focus', 'N', 'on', 'P', 'just', 'R', 'the', 'D', '#Balochistan', '^', 'Earthquake', '^', 'for', 'P', 'next', 'A', '2', '$', 'day', 'N', '…', ',']",idea instead whining non issues focus balochistan earthquake next day,0,0,0,0,0,0,0,0
'383268788067516417',"RT @Senator_Baloch: #Islamabad's persistent Close Door Policy, Disallowing Int'l Aid Agencies to Rescue, Relief &amp; Rehabilitate #Earthquake …",non_damage,non_damage,"['RT', '~', '@Senator_Baloch', '@', ':', '~', ""#Islamabad's"", 'Z', 'persistent', 'A', 'Close', 'A', 'Door', 'N', 'Policy', 'N', ',', ',', 'Disallowing', '^', ""Int'l"", '^', 'Aid', '^', 'Agencies', 'N', 'to', 'P', 'Rescue', 'V', ',', ',', 'Relief', 'N', '&', '&', 'Rehabilitate', 'V', '#Earthquake', '^', '…', ',']",islamabad persistent close door policy disallowing int aid agencies rescue relief rehabilitate earthquake,0,0,0,0,0,0,0,0
'383553088155418625',RT @Baloch_istan: Dr Malik's national party &amp; its student wing BSO(Pajjar) involve in rescue work from day one. #Earthquake #Balochistan #M…,non_damage,non_damage,"['RT', '~', '@Baloch_istan', '@', ':', '~', 'Dr', '^', ""Malik's"", 'Z', 'national', 'N', 'party', 'N', '&', '&', 'its', 'L', 'student', 'N', 'wing', 'N', 'BSO(Pajjar', 'G', ')', ',', 'involve', 'V', 'in', 'P', 'rescue', 'N', 'work', 'N', 'from', 'P', 'day', 'N', 'one', '$', '.', ',', '#Earthquake', '#', '#Balochistan', '#', '#M', '#', '…', ',']",malik national party student wing involve rescue work day,0,0,0,0,0,0,0,0
'382848654735720448',RT @malicemagic: Bureau of Investigative Journalism launches major project: 'Naming the Dead' in #Pakistan #DroneStrikes  http://t.co/kiEhG…,non_damage,non_damage,"['RT', '~', '@malicemagic', '@', ':', '~', 'Bureau', 'N', 'of', 'P', 'Investigative', 'A', 'Journalism', 'N', 'launches', 'V', 'major', 'A', 'project', 'N', ':', ',', ""'"", ',', 'Naming', 'V', 'the', 'D', 'Dead', 'A', ""'"", ',', 'in', 'P', '#Pakistan', '^', '#DroneStrikes', '^', 'http://t.co/kiEhG', 'U', '…', ',']",bureau investigative journalism launches major project naming dead pakistan dronestrikes,1,1,0,1,0,0,0,0
'383029860593328128',RT @AQpk: #BLA terrorists active in #Balochistan to stop #PakMilitary doctors/engineers from helping #earthquake victims!,human_damage,damage,"['RT', '~', '@AQpk', '@', ':', '~', '#BLA', '#', 'terrorists', 'N', 'active', 'A', 'in', 'P', '#Balochistan', '^', 'to', 'P', 'stop', 'V', '#PakMilitary', '^', 'doctors/engineers', 'N', 'from', 'P', 'helping', 'V', '#earthquake', '^', 'victims', 'N', '!', ',']",terrorists active balochistan stop pakmilitary doctors engineers helping earthquake victims,1,0,0,0,0,0,0,0
'383768214351523842',"#Earthquake M 3.3, 168km SSW of Amatignak Island, Alaska: Friday, September 27, 2013 22:32:37 UTCSaturday, Sep... http://t.co/iljqPrKvLF",non_damage,non_damage,"['#Earthquake', '^', 'M', '^', '3.3', '$', ',', ',', '168km', '$', 'SSW', 'N', 'of', 'P', 'Amatignak', '^', 'Island', '^', ',', ',', 'Alaska', '^', ':', ',', 'Friday', '^', ',', ',', 'September', '^', '27', '$', ',', ',', '2013', '$', '22:32:37', '$', 'UTCSaturday', '!', ',', ',', 'Sep', '^', '...', ',', 'http://t.co/iljqPrKvLF', 'U']",earthquake ssw amatignak island alaska friday september utcsaturday sep,0,0,0,0,0,0,0,0
'384250301987192832',#Pakistan: deadly bomb blast kills dozens in Peshawar #theguardiancom #worldnews #news #taliban,human_damage,damage,"['#Pakistan', '#', ':', ',', 'deadly', 'A', 'bomb', 'N', 'blast', 'N', 'kills', 'V', 'dozens', 'N', 'in', 'P', 'Peshawar', '^', '#theguardiancom', '#', '#worldnews', '#', '#news', '#', '#taliban', '#']",deadly bomb blast kills dozens peshawar,1,1,1,1,0,0,0,0
'383798232515506178',Meanwhile in #Pakistan a devastating earthquake has taken over 500 lives...Help out by donating to Baloch CM's Fund http://t.co/3LbkOlJg3Y,human_damage,damage,"['Meanwhile', 'R', 'in', 'P', '#Pakistan', '^', 'a', 'D', 'devastating', 'A', 'earthquake', 'N', 'has', 'V', 'taken', 'V', 'over', 'P', '500', '$', 'lives', 'N', '...', ',', 'Help', 'V', 'out', 'T', 'by', 'P', 'donating', 'V', 'to', 'P', 'Baloch', '^', ""CM's"", '^', 'Fund', '^', 'http://t.co/3LbkOlJg3Y', 'U']",meanwhile pakistan devastating earthquake taken lives help donating baloch fund,1,0,0,0,0,1,0,1
'383125061621665792',"USGS reports a M1.4 #earthquake 41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http://t.co/pasORijJ80 #quake",non_damage,non_damage,"['USGS', '^', 'reports', 'N', 'a', 'D', 'M', '$', '1.4', '$', '#earthquake', 'N', '41km', 'P', 'NE', 'N', 'of', 'P', 'Sutton-Alpine', '^', ',', ',', 'Alaska', '^', 'on', 'P', '9/26/13', '$', '@', 'P', '6:58:32', '$', 'UTC', 'N', 'http://t.co/pasORijJ80', 'U', '#quake', '#']",usgs reports earthquake sutton alpine alaska utc,0,0,0,0,0,0,0,0
'383654558217805824',RT @ajmaljami: In order to help #earthquake affected people please do contact at  111-157-157 (NDMA) - NDMA Chairman Maj Gen Syed Aleem.  #…,non_damage,non_damage,"['RT', '~', '@ajmaljami', '@', ':', '~', 'In', 'P', 'order', 'N', 'to', 'P', 'help', 'V', '#earthquake', '^', 'affected', 'V', 'people', 'N', 'please', 'V', 'do', 'V', 'contact', 'V', 'at', 'P', '111-157-157', '$', '(', ',', 'NDMA', '^', ')', ',', '-', ',', 'NDMA', '^', 'Chairman', '^', 'Maj', '^', 'Gen', '^', 'Syed', '^', 'Aleem', '^', '.', ',', '#', 'G', '…', 'G']",order help earthquake affected people please contact ndma ndma chairman maj gen syed aleem,1,0,0,1,0,0,0,0
'384967610917326848',RT @WasayJalil: Is this my Country we dreamed4? Why V r afraid2take action 4these B..ds #WhereIsHumanity #KPK #Pakistan http://t.co/6QkUXok…,non_damage,non_damage,"['RT', '~', '@WasayJalil', '@', ':', '~', 'Is', 'V', 'this', 'O', 'my', 'D', 'Country', 'N', 'we', 'O', 'dreamed4', 'V', '?', ',', 'Why', 'R', 'V', 'P', 'r', 'V', 'afraid2take', '^', 'action', 'N', '4these', 'P', 'B', 'N', '..', ',', 'ds', 'N', '#WhereIsHumanity', '#', '#KPK', '#', '#Pakistan', '#', 'http://t.co/6QkUXok', 'U', '…', ',']",country dreamed afraid take action these,0,0,0,0,0,0,0,0
'383247089599537152',While nation is busy in helping #Earthquake victims Taliban Khan is busy in developing his ally's  distribution network.. #TTPOffices #PTI,non_damage,non_damage,"['While', 'P', 'nation', 'N', 'is', 'V', 'busy', 'A', 'in', 'P', 'helping', 'V', '#Earthquake', '^', 'victims', 'N', 'Taliban', '^', 'Khan', '^', 'is', 'V', 'busy', 'A', 'in', 'P', 'developing', 'V', 'his', 'D', ""ally's"", 'S', 'distribution', 'N', 'network', 'N', '..', ',', '#TTPOffices', '#', '#PTI', '#']",nation busy helping earthquake victims taliban khan busy developing ally distribution network,1,0,0,0,0,0,0,0
'384904387396501505',"#earthquake: M 2.1, Central Alaska http://t.co/I04UGL5Czl",non_damage,non_damage,"['#earthquake', '^', ':', ',', 'M', '^', '2.1', '$', ',', ',', 'Central', '^', 'Alaska', '^', 'http://t.co/I04UGL5Czl', 'U']",earthquake central alaska,0,0,0,0,0,0,0,0
'384316672665849856',"5.2 magnitude #earthquake. 290km ESE of Vostok, Russia.http://t.co/z6G2sabXjg",non_damage,non_damage,"['5.2', '$', 'magnitude', 'N', '#earthquake', 'N', '.', ',', '290km', '$', 'ESE', 'N', 'of', 'P', 'Vostok', '^', ',', ',', 'Russia', '^', '.', ',', 'http://t.co/z6G2sabXjg', 'U']",magnitude earthquake ese vostok russia,0,0,0,0,0,0,0,0
'383942955964583936',"RT @KamalFaridi: Female Pillion-rider killed by unknown assailants in Lahore - News Tribe: Geo News, PakistanFemale P... http://t.co/nczj3L…",non_damage,non_damage,"['RT', '~', '@KamalFaridi', '@', ':', '~', 'Female', 'A', 'Pillion-rider', 'N', 'killed', 'V', 'by', 'P', 'unknown', 'A', 'assailants', 'N', 'in', 'P', 'Lahore', '^', '-', ',', 'News', '^', 'Tribe', '^', ':', ',', 'Geo', '^', 'News', 'N', ',', ',', 'PakistanFemale', '^', 'P', 'G', '...', '~', 'http://t.co/nczj3L', 'U', '…', ',']",female pillion rider killed unknown assailants lahore news tribe geo news pakistanfemale,1,1,0,0,0,0,0,0
'383349913196589056',"RT @SaamZad: #BalochistanQuake: An island has emerged in Gwadar on ""Paddi-Zer"" side. #Balochistan #Earthquake http://t.co/2hRnaJdWh8",non_damage,non_damage,"['RT', '~', '@SaamZad', '@', ':', '~', '#BalochistanQuake', '#', ':', ',', 'An', 'D', 'island', 'N', 'has', 'V', 'emerged', 'V', 'in', 'P', 'Gwadar', '^', 'on', 'P', '""', ',', 'Paddi-Zer', 'G', '""', ',', 'side', 'N', '.', ',', '#Balochistan', '#', '#Earthquake', '#', 'http://t.co/2hRnaJdWh8', 'U']",island emerged gwadar side,0,0,0,0,0,0,0,0
'383316175087992832',"RT @PTI_FATA: Just wondering if (God forbid) #Earthquake had hit Punjab instead of Balochistan, would Nawaz Sharif still have continued his…",non_damage,non_damage,"['RT', '~', '@PTI_FATA', '@', ':', '~', 'Just', 'R', 'wondering', 'V', 'if', 'P', '(', ',', 'God', '^', 'forbid', 'V', ')', ',', '#Earthquake', '^', 'had', 'V', 'hit', 'V', 'Punjab', '^', 'instead', 'R', 'of', 'P', 'Balochistan', '^', ',', ',', 'would', 'V', 'Nawaz', '^', 'Sharif', '^', 'still', 'R', 'have', 'V', 'continued', 'V', 'his', 'D', '…', ',']",wondering god forbid earthquake hit punjab instead balochistan would nawaz sharif still continued,0,0,0,0,0,0,0,0
'383870633655812096',"""It was not an aftershock it was an independent earthquake,"" Zahid Rafi, director of the National Seismic Centre of #Pakistan  #Earthquake",non_damage,non_damage,"['""', ',', 'It', 'O', 'was', 'V', 'not', 'R', 'an', 'D', 'aftershock', 'N', 'it', 'O', 'was', 'V', 'an', 'D', 'independent', 'A', 'earthquake', 'N', ',', ',', '""', ',', 'Zahid', '^', 'Rafi', '^', ',', ',', 'director', 'N', 'of', 'P', 'the', 'D', 'National', 'N', 'Seismic', 'A', 'Centre', 'N', 'of', 'P', '#Pakistan', '^', '#Earthquake', '^']",aftershock independent earthquake zahid rafi director national seismic centre pakistan earthquake,0,0,0,0,0,0,0,0
'383788918421737472',"USGS reports a M1.7 #earthquake 38km E of Cantwell, Alaska on 9/28/13 @ 2:53:21 UTC http://t.co/jjPFo0Fvmc #quake",non_damage,non_damage,"['USGS', '^', 'reports', 'N', 'a', 'D', 'M', '$', '1.7', '$', '#earthquake', 'N', '38km', 'G', 'E', 'N', 'of', 'P', 'Cantwell', '^', ',', ',', 'Alaska', '^', 'on', 'P', '9/28/13', '$', '@', 'P', '2:53:21', '$', 'UTC', '^', 'http://t.co/jjPFo0Fvmc', 'U', '#quake', '#']",usgs reports earthquake cantwell alaska utc,0,0,0,0,0,0,0,0
'384837531042205696',RT @druidlassy: @UN @HRW #Balochistan: Awaran Needs #International Assistance http://t.co/pE4oBLiDtV #BalochistanEarthquake victims still w…,non_damage,non_damage,"['RT', '~', '@druidlassy', '@', ':', '~', '@UN', '@', '@HRW', '@', '#Balochistan', '^', ':', ',', 'Awaran', '^', 'Needs', '^', '#International', '^', 'Assistance', '^', 'http://t.co/pE4oBLiDtV', 'U', '#BalochistanEarthquake', '#', 'victims', 'N', 'still', 'R', 'w', 'G', '…', 'G']",balochistan awaran needs international assistance victims still,1,0,0,0,0,0,0,0
'382840042198028290',#Earthquake in #Pakistan - At least 327 #killed and 400 injured - #Deadliest earthquake since October 2011!  - http://t.co/S56MFV2uSV,human_damage,damage,"['#Earthquake', '^', 'in', 'P', '#Pakistan', '^', '-', ',', 'At', 'P', 'least', 'A', '327', '$', '#killed', 'V', 'and', '&', '400', '$', 'injured', 'V', '-', ',', '#Deadliest', 'A', 'earthquake', 'N', 'since', 'P', 'October', '^', '2011', '$', '!', ',', '-', ',', 'http://t.co/S56MFV2uSV', 'U']",earthquake pakistan least killed injured deadliest earthquake since october,0,2,0,1,0,0,0,0
'383990848368553984',#pakistan#news China sends relief goods for quake victims:  http://t.co/Mip18gFC17,non_damage,non_damage,"['#pakistan', '#', '#news', '#', 'China', '^', 'sends', 'V', 'relief', 'N', 'goods', 'N', 'for', 'P', 'quake', 'N', 'victims', 'N', ':', ',', 'http://t.co/Mip18gFC17', 'U']",china sends relief goods quake victims,1,0,0,0,0,0,0,0
'382937561850593280',RT @NewsweekPak: Seismologist says quake island will disappear over time #Balochistan #Gwadar http://t.co/LHw10iHLSc,non_damage,non_damage,"['RT', '~', '@NewsweekPak', '@', ':', '~', 'Seismologist', '^', 'says', 'V', 'quake', 'N', 'island', 'N', 'will', 'V', 'disappear', 'V', 'over', 'P', 'time', 'N', '#Balochistan', '#', '#Gwadar', '#', 'http://t.co/LHw10iHLSc', 'U']",seismologist says quake island disappear time,0,0,0,0,0,0,0,0
'383265124959535104',"#Earthquake in #Balochistan, for details watch #PakistanAt9 now on #CapitalTV.",non_damage,non_damage,"['#Earthquake', '^', 'in', 'P', '#Balochistan', '^', ',', ',', 'for', 'P', 'details', 'N', 'watch', 'V', '#PakistanAt9', '#', 'now', 'R', 'on', 'P', '#CapitalTV', '^', '.', ',']",earthquake balochistan details watch capitaltv,0,0,0,0,0,0,0,0
'383100258940493824',#earthquake Update:More than 300 lost their life in Earth Quake.. Plz pray for their souls. Allah un sab ko Jannat mn aala maqam ata farmaye,human_damage,damage,"['#earthquake', '^', 'Update', 'N', ':', ',', 'More', 'A', 'than', 'P', '300', '$', 'lost', 'V', 'their', 'D', 'life', 'N', 'in', 'P', 'Earth', '^', 'Quake', '^', '..', ',', 'Plz', 'V', 'pray', 'V', 'for', 'P', 'their', 'D', 'souls', 'N', '.', ',', 'Allah', '^', 'un', 'G', 'sab', 'G', 'ko', 'G', 'Jannat', '^', 'mn', '^', 'aala', 'G', 'maqam', 'G', 'ata', 'G', 'farmaye', 'G']",earthquake update lost life earth quake plz pray souls allah jannat,0,1,0,0,0,0,0,0
'384951063565967360',"【#USGS #alert】 M 1.4, northern Alaska: October 01, 2013 07:48:00 GMT http://t.co/OHfnpegGs4 #earthquake #tsunami #prayfromjapan",non_damage,non_damage,"['【', 'G', '#USGS', '#', '#alert', '#', '】', '#', 'M', '$', '1.4', '$', ',', ',', 'northern', 'A', 'Alaska', '^', ':', ',', 'October', '^', '01', '$', ',', ',', '2013', '$', '07:48:00', '$', 'GMT', 'N', 'http://t.co/OHfnpegGs4', 'U', '#earthquake', '#', '#tsunami', '#', '#prayfromjapan', '#']",northern alaska october gmt,0,0,0,0,0,0,0,0
'384914396033458176',"2.0 magnitude #earthquake. 83km N of Manley Hot Springs, Alaska.http://t.co/oxUj6OLIoP",non_damage,non_damage,"['2.0', '$', 'magnitude', 'N', '#earthquake', 'N', '.', ',', '83km', '$', 'N', '&', 'of', 'P', 'Manley', '^', 'Hot', '^', 'Springs', '^', ',', ',', 'Alaska', '^', '.', ',', 'http://t.co/oxUj6OLIoP', 'U']",magnitude earthquake manley hot springs alaska,0,0,0,0,0,0,0,0
'383138315639468032',While #Earthquake effected areas of #Balochistan yearn for relief but #militants continue to target #military helicopters with rockets!,non_damage,non_damage,"['While', 'P', '#Earthquake', '^', 'effected', 'V', 'areas', 'N', 'of', 'P', '#Balochistan', '^', 'yearn', 'V', 'for', 'P', 'relief', 'N', 'but', '&', '#militants', 'N', 'continue', 'V', 'to', 'P', 'target', 'V', '#military', 'A', 'helicopters', 'N', 'with', 'P', 'rockets', '^', '!', ',']",earthquake effected areas balochistan yearn relief militants continue target military helicopters rockets,0,0,0,0,1,0,0,0
'383911304723189760',RT @VeengasJ: #Awaran needs help and ruling party #PMLN's performance is not gud. Even #PM #NawazSharif ignored #Balochistan's situation at…,non_damage,non_damage,"['RT', '~', '@VeengasJ', '@', ':', '~', '#Awaran', '^', 'needs', 'V', 'help', 'V', 'and', '&', 'ruling', 'N', 'party', 'N', ""#PMLN's"", 'Z', 'performance', 'N', 'is', 'V', 'not', 'R', 'gud', 'A', '.', ',', 'Even', 'R', '#PM', '#', '#NawazSharif', '#', 'ignored', 'V', ""#Balochistan's"", 'Z', 'situation', 'N', 'at', 'P', '…', ',']",awaran needs help ruling party pmln performance gud even ignored balochistan situation,0,0,0,0,0,0,0,0
'385034162303823872',RT @AamirSaeed313: Amazing that #TTP's facebook page is active in #Pakistan while PTA has blocked our page #ZaidHamidExposition,non_damage,non_damage,"['RT', '~', '@AamirSaeed313', '@', ':', '~', 'Amazing', 'A', 'that', 'P', ""#TTP's"", 'Z', 'facebook', '^', 'page', 'N', 'is', 'V', 'active', 'A', 'in', 'P', '#Pakistan', '^', 'while', 'P', 'PTA', '^', 'has', 'V', 'blocked', 'V', 'our', 'D', 'page', 'N', '#ZaidHamidExposition', '#']",amazing ttp facebook page active pakistan pta blocked page,0,0,0,0,0,0,0,0
'383874466289164289',"Earthquake in Sindh and Balochistan: Some of the cities were tremors were felt are Karachi, L... http://t.co/HbaUkw1ahb #pakistan #sindh",non_damage,non_damage,"['Earthquake', 'N', 'in', 'P', 'Sindh', '^', 'and', '&', 'Balochistan', '^', ':', ',', 'Some', 'D', 'of', 'P', 'the', 'D', 'cities', 'N', 'were', 'V', 'tremors', 'N', 'were', 'V', 'felt', 'V', 'are', 'V', 'Karachi', '^', ',', ',', 'L', 'G', '...', '~', 'http://t.co/HbaUkw1ahb', 'U', '#pakistan', '#', '#sindh', '#']",earthquake sindh balochistan cities tremors felt karachi,0,0,0,0,0,0,0,0
